OrderID,CustomerID,Date,ProductID,Quantity,Price,TotalAmount,StoreID,OrderStatus
ORD0228310,CUST006215,2023-07-01,P0417,1,108368.48,108368.48,ST0053,Completed
ORD0073167,CUST016063,2023-07-01,P0424,2,17492.36,34984.72,ST0021,Completed
ORD0086721,CUST011426,2023-07-01,P0202,1,60594.62,60594.62,ST0028,Completed
ORD0198361,CUST044799,2023-07-01,P0240,1,59625.27,59625.27,ST0007,Completed
ORD0168278,CUST016955,2023-07-01,P0481,1,98411.29,98411.29,ST0045,Completed
ORD0128705,CUST024641,2023-07-01,P0167,1,52185.86,52185.86,ST0058,Completed
ORD0078922,CUST042052,2023-07-01,P0455,1,59951.3,59951.3,ST0045,Completed
ORD0107924,CUST031854,2023-07-01,P0285,1,142325.44,142325.44,ST0031,Completed
ORD0100316,CUST013558,2023-07-01,P0044,1,80479.93,80479.93,ST0052,Completed
ORD0166542,CUST003852,2023-07-01,P0429,1,142373.76,142373.76,ST0005,Completed
ORD0042179,CUST036519,2023-07-01,P0224,1,56367.45,56367.45,ST0007,Completed
ORD0248910,CUST017738,2023-07-01,P0322,1,37294.38,37294.38,ST0010,Completed
ORD0026474,CUST019479,2023-07-01,P0481,1,98411.29,98411.29,ST0004,Completed
ORD0175846,CUST022475,2023-07-01,P0020,1,35815.54,35815.54,ST0049,Completed
ORD0078834,CUST028361,2023-07-01,P0342,1,81343.52,81343.52,ST0047,Completed
ORD0247670,CUST049635,2023-07-01,P0555,1,99559.84,99559.84,ST0053,Completed
ORD0029095,CUST035135,2023-07-01,P0323,1,35631.56,35631.56,ST0023,Completed
ORD0069503,CUST003384,2023-07-01,P0466,2,41057.22,82114.44,ST0015,Completed
ORD0114246,CUST013064,2023-07-01,P0479,2,34795.17,69590.34,ST0019,Completed
ORD0191792,CUST042826,2023-07-01,P0369,1,55827.56,55827.56,ST0008,Completed
ORD0131996,CUST011317,2023-07-01,P0537,1,68577.21,68577.21,ST0058,Completed
ORD0037164,CUST027048,2023-07-01,P0156,1,28979.02,28979.02,ST0042,Completed
ORD0222582,CUST002186,2023-07-01,P0274,2,25377.43,50754.86,ST0054,Completed
ORD0235446,CUST036911,2023-07-01,P0341,1,14481.81,14481.81,ST0047,Completed
ORD0235444,CUST015832,2023-07-01,P0080,1,8166.1,8166.1,ST0013,Completed
ORD0085686,CUST014920,2023-07-01,P0320,1,44942.17,44942.17,ST0041,Completed
ORD0106522,CUST020091,2023-07-01,P0451,1,66466.12,66466.12,ST0022,Completed
ORD0024922,CUST049668,2023-07-01,P0389,1,40797.85,40797.85,ST0034,Completed
ORD0097165,CUST045125,2023-07-01,P0234,1,11948.17,11948.17,ST0011,Completed
ORD0094560,CUST012049,2023-07-01,P0136,1,45015.32,45015.32,ST0003,Completed
ORD0118857,CUST031032,2023-07-01,P0552,1,25661.46,25661.46,ST0014,Completed
ORD0098567,CUST026925,2023-07-01,P0005,1,35332.27,35332.27,ST0020,Completed
ORD0059832,CUST035696,2023-07-01,P0329,2,36068.46,72136.92,ST0012,Completed
ORD0057081,CUST012588,2023-07-01,P0142,1,64934.19,64934.19,ST0055,Completed
ORD0204744,CUST012788,2023-07-01,P0402,1,61369.95,61369.95,ST0041,Completed
ORD0165953,CUST044271,2023-07-01,P0261,1,68572.48,68572.48,ST0049,Completed
ORD0222601,CUST040313,2023-07-01,P0303,1,36914.45,36914.45,ST0048,Completed
ORD0185779,CUST005198,2023-07-01,P0050,1,30842.71,30842.71,ST0053,Completed
ORD0059772,CUST019457,2023-07-01,P0536,1,59022.01,59022.01,ST0021,Completed
ORD0196173,CUST024599,2023-07-01,P0393,1,13414.79,13414.79,ST0017,Completed
ORD0164660,CUST003740,2023-07-01,P0426,1,36298.78,36298.78,ST0045,Completed
ORD0056484,CUST037259,2023-07-01,P0174,1,145776.66,145776.66,ST0009,Completed
ORD0036353,CUST023080,2023-07-01,P0101,1,63852.38,63852.38,ST0038,Completed
ORD0056622,CUST017301,2023-07-01,P0483,1,17471.83,17471.83,ST0020,Completed
ORD0008973,CUST020791,2023-07-01,P0203,2,32331.49,64662.98,ST0048,Completed
ORD0076244,CUST008903,2023-07-01,P0445,1,30191.19,30191.19,ST0029,Completed
ORD0225342,CUST021178,2023-07-01,P0586,1,99791.35,99791.35,ST0003,Completed
ORD0035583,CUST036113,2023-07-01,P0576,1,34368.74,34368.74,ST0011,Completed
ORD0164486,CUST019473,2023-07-01,P0211,1,21336.97,21336.97,ST0035,Completed
ORD0047996,CUST036919,2023-07-01,P0289,1,149838.87,149838.87,ST0047,Completed
ORD0084507,CUST021104,2023-07-01,P0537,1,68577.21,68577.21,ST0021,Completed
ORD0118660,CUST049520,2023-07-01,P0515,1,16130.4,16130.4,ST0038,Completed
ORD0160565,CUST030407,2023-07-01,P0466,1,41057.22,41057.22,ST0044,Completed
ORD0044345,CUST014401,2023-07-01,P0251,1,57261.51,57261.51,ST0022,Completed
ORD0169080,CUST010185,2023-07-01,P0207,1,18972.67,18972.67,ST0060,Completed
ORD0208617,CUST036265,2023-07-01,P0175,1,53923.98,53923.98,ST0059,Completed
ORD0014653,CUST035833,2023-07-01,P0360,2,36502.32,73004.64,ST0053,Completed
ORD0014671,CUST024325,2023-07-01,P0166,1,61577.77,61577.77,ST0059,Completed
ORD0124168,CUST025878,2023-07-01,P0255,2,8872.43,17744.86,ST0001,Completed
ORD0246441,CUST033740,2023-07-01,P0074,2,20164.72,40329.44,ST0048,Completed
ORD0211103,CUST035253,2023-07-01,P0348,1,158740.53,158740.53,ST0005,Completed
ORD0225356,CUST014779,2023-07-01,P0197,1,18757.75,18757.75,ST0055,Completed
ORD0150462,CUST043598,2023-07-01,P0300,1,68479.94,68479.94,ST0021,Completed
ORD0060866,CUST008459,2023-07-01,P0270,2,24267.92,48535.84,ST0029,Completed
ORD0064385,CUST041071,2023-07-01,P0556,1,52788.07,52788.07,ST0001,Completed
ORD0009152,CUST008706,2023-07-01,P0474,1,38782.97,38782.97,ST0054,Completed
ORD0127606,CUST035979,2023-07-01,P0437,1,60062.22,60062.22,ST0015,Completed
ORD0134504,CUST010591,2023-07-01,P0298,1,13924.89,13924.89,ST0017,Completed
ORD0090311,CUST046674,2023-07-01,P0593,1,9714.62,9714.62,ST0002,Completed
ORD0009276,CUST013393,2023-07-01,P0224,1,56367.45,56367.45,ST0032,Completed
ORD0081373,CUST044023,2023-07-01,P0024,1,62613.04,62613.04,ST0023,Completed
ORD0095108,CUST025124,2023-07-01,P0257,1,42322.02,42322.02,ST0056,Completed
ORD0070184,CUST031842,2023-07-01,P0090,1,103641.61,103641.61,ST0050,Completed
ORD0226040,CUST038968,2023-07-01,P0014,1,13858.24,13858.24,ST0057,Completed
ORD0156376,CUST027620,2023-07-01,P0081,1,113021.94,113021.94,ST0054,Completed
ORD0122128,CUST047806,2023-07-01,P0248,1,122319.05,122319.05,ST0007,Completed
ORD0060816,CUST033709,2023-07-01,P0282,1,91208.38,91208.38,ST0002,Completed
ORD0139985,CUST031390,2023-07-01,P0522,1,33357.83,33357.83,ST0002,Completed
ORD0129856,CUST047825,2023-07-01,P0593,1,9714.62,9714.62,ST0060,Completed
ORD0090284,CUST049598,2023-07-01,P0280,1,32563.64,32563.64,ST0020,Completed
ORD0009008,CUST021534,2023-07-01,P0573,1,16748.65,16748.65,ST0012,Completed
ORD0031059,CUST034598,2023-07-01,P0277,2,21765.08,43530.16,ST0055,Completed
ORD0001947,CUST039306,2023-07-01,P0510,1,44022.14,44022.14,ST0021,Completed
ORD0045075,CUST043410,2023-07-01,P0513,1,28607.36,28607.36,ST0003,Completed
ORD0008715,CUST035705,2023-07-01,P0435,1,118315.71,118315.71,ST0060,Completed
ORD0070408,CUST018809,2023-07-01,P0556,1,52788.07,52788.07,ST0040,Completed
ORD0076007,CUST044688,2023-07-01,P0103,1,97508.96,97508.96,ST0030,Completed
ORD0221744,CUST041085,2023-07-01,P0545,1,38442.63,38442.63,ST0030,Completed
ORD0060261,CUST036835,2023-07-01,P0074,2,20164.72,40329.44,ST0014,Completed
ORD0208809,CUST020645,2023-07-01,P0329,1,36068.46,36068.46,ST0032,Completed
ORD0200840,CUST004637,2023-07-01,P0545,1,38442.63,38442.63,ST0036,Completed
ORD0087356,CUST037778,2023-07-01,P0254,1,55704.65,55704.65,ST0007,Completed
ORD0102948,CUST026251,2023-07-01,P0156,1,28979.02,28979.02,ST0002,Completed
ORD0172945,CUST008439,2023-07-01,P0490,1,31865.57,31865.57,ST0044,Completed
ORD0039100,CUST007886,2023-07-01,P0342,1,81343.52,81343.52,ST0048,Completed
ORD0130341,CUST027885,2023-07-01,P0009,1,36797.84,36797.84,ST0045,Completed
ORD0073836,CUST009582,2023-07-01,P0039,1,23021.74,23021.74,ST0018,Completed
ORD0071419,CUST016619,2023-07-01,P0489,1,28234.34,28234.34,ST0046,Completed
ORD0239168,CUST021480,2023-07-01,P0010,1,11955.28,11955.28,ST0036,Completed
ORD0239216,CUST018789,2023-07-01,P0053,1,49163.39,49163.39,ST0006,Completed
ORD0149297,CUST035860,2023-07-01,P0151,1,128719.63,128719.63,ST0019,Completed
ORD0205082,CUST032181,2023-07-01,P0472,1,35897.99,35897.99,ST0048,Completed
ORD0215443,CUST043841,2023-07-01,P0576,1,34368.74,34368.74,ST0017,Completed
ORD0127049,CUST017961,2023-07-01,P0590,1,30476.83,30476.83,ST0020,Completed
ORD0097826,CUST027068,2023-07-01,P0399,2,8192.01,16384.02,ST0045,Completed
ORD0070332,CUST001522,2023-07-01,P0036,1,92955.59,92955.59,ST0032,Completed
ORD0021143,CUST008356,2023-07-01,P0074,1,20164.72,20164.72,ST0015,Completed
ORD0238664,CUST027279,2023-07-01,P0105,1,66494.87,66494.87,ST0010,Completed
ORD0105290,CUST005145,2023-07-01,P0216,1,75382.9,75382.9,ST0025,Completed
ORD0208722,CUST033112,2023-07-01,P0481,1,98411.29,98411.29,ST0025,Completed
ORD0237097,CUST040070,2023-07-01,P0578,1,26720.8,26720.8,ST0019,Completed
ORD0237096,CUST036045,2023-07-01,P0017,1,26069.09,26069.09,ST0021,Completed
ORD0090187,CUST018817,2023-07-01,P0396,1,48628.0,48628.0,ST0015,Completed
ORD0227716,CUST010288,2023-07-01,P0134,1,37903.36,37903.36,ST0059,Completed
ORD0090861,CUST004703,2023-07-01,P0068,1,154948.91,154948.91,ST0019,Completed
ORD0027276,CUST011361,2023-07-01,P0222,2,19337.35,38674.7,ST0049,Completed
ORD0174866,CUST008422,2023-07-01,P0010,1,11955.28,11955.28,ST0046,Completed
ORD0190583,CUST026791,2023-07-01,P0046,1,19375.55,19375.55,ST0053,Completed
ORD0093470,CUST037200,2023-07-01,P0559,1,18849.04,18849.04,ST0037,Completed
ORD0073769,CUST025454,2023-07-01,P0388,2,16206.32,32412.64,ST0060,Completed
ORD0242039,CUST047817,2023-07-01,P0118,1,50800.4,50800.4,ST0022,Completed
ORD0094895,CUST041984,2023-07-01,P0374,1,45674.17,45674.17,ST0021,Completed
ORD0084910,CUST038036,2023-07-01,P0337,1,60352.16,60352.16,ST0057,Completed
ORD0144489,CUST030304,2023-07-01,P0448,1,41376.01,41376.01,ST0006,Completed
ORD0033494,CUST002126,2023-07-01,P0431,1,42994.35,42994.35,ST0007,Completed
ORD0234609,CUST046993,2023-07-01,P0458,2,18876.5,37753.0,ST0045,Completed
ORD0209735,CUST000492,2023-07-01,P0318,1,97665.59,97665.59,ST0035,Completed
ORD0110475,CUST039375,2023-07-01,P0216,1,75382.9,75382.9,ST0024,Completed
ORD0218962,CUST018954,2023-07-01,P0121,2,18063.95,36127.9,ST0049,Completed
ORD0067420,CUST017766,2023-07-01,P0158,1,19966.97,19966.97,ST0041,Completed
ORD0216748,CUST014142,2023-07-01,P0266,1,21986.55,21986.55,ST0029,Completed
ORD0118049,CUST026724,2023-07-01,P0038,1,142857.7,142857.7,ST0026,Completed
ORD0006875,CUST027475,2023-07-01,P0061,1,24440.4,24440.4,ST0031,Completed
ORD0078395,CUST026473,2023-07-01,P0242,1,16305.81,16305.81,ST0004,Completed
ORD0018393,CUST048398,2023-07-01,P0109,1,33158.8,33158.8,ST0047,Completed
ORD0187093,CUST022453,2023-07-01,P0402,1,61369.95,61369.95,ST0017,Completed
ORD0246804,CUST022162,2023-07-01,P0198,1,126265.3,126265.3,ST0014,Completed
ORD0046627,CUST042615,2023-07-01,P0276,1,37725.95,37725.95,ST0009,Completed
ORD0072921,CUST023837,2023-07-01,P0589,1,49528.38,49528.38,ST0047,Completed
ORD0222141,CUST016213,2023-07-01,P0391,1,17309.21,17309.21,ST0035,Completed
ORD0195826,CUST023037,2023-07-01,P0591,1,67251.61,67251.61,ST0054,Completed
ORD0049610,CUST001037,2023-07-01,P0297,1,27430.16,27430.16,ST0014,Completed
ORD0217603,CUST001199,2023-07-01,P0353,2,18553.92,37107.84,ST0029,Completed
ORD0187629,CUST034812,2023-07-01,P0579,1,41071.84,41071.84,ST0044,Completed
ORD0019549,CUST034532,2023-07-01,P0219,2,27326.75,54653.5,ST0043,Completed
ORD0032191,CUST012223,2023-07-01,P0292,1,21668.02,21668.02,ST0016,Completed
ORD0075365,CUST022911,2023-07-01,P0438,1,30944.31,30944.31,ST0010,Completed
ORD0054286,CUST027054,2023-07-01,P0024,1,62613.04,62613.04,ST0046,Completed
ORD0184986,CUST043674,2023-07-01,P0233,1,63681.62,63681.62,ST0013,Completed
ORD0024735,CUST032848,2023-07-01,P0332,1,97003.9,97003.9,ST0009,Completed
ORD0131266,CUST037560,2023-07-01,P0386,1,106482.45,106482.45,ST0057,Completed
ORD0046516,CUST040233,2023-07-01,P0135,2,47611.3,95222.6,ST0028,Completed
ORD0136936,CUST036534,2023-07-01,P0340,1,34497.9,34497.9,ST0003,Completed
ORD0038523,CUST032535,2023-07-01,P0027,2,49814.79,99629.58,ST0060,Completed
ORD0192058,CUST033355,2023-07-01,P0089,2,44635.83,89271.66,ST0002,Completed
ORD0209417,CUST044521,2023-07-01,P0149,1,23805.86,23805.86,ST0033,Completed
ORD0027991,CUST045514,2023-07-01,P0057,2,33475.9,66951.8,ST0044,Completed
ORD0099609,CUST016635,2023-07-01,P0232,1,66430.09,66430.09,ST0023,Completed
ORD0102008,CUST048423,2023-07-01,P0310,1,22151.38,22151.38,ST0041,Completed
ORD0111817,CUST005369,2023-07-01,P0478,1,39796.51,39796.51,ST0031,Completed
ORD0233734,CUST010151,2023-07-01,P0082,1,59210.32,59210.32,ST0020,Completed
ORD0129094,CUST017528,2023-07-01,P0143,1,28879.43,28879.43,ST0040,Completed
ORD0023298,CUST007176,2023-07-01,P0033,1,118928.89,118928.89,ST0034,Completed
ORD0191377,CUST035594,2023-07-01,P0034,2,10690.23,21380.46,ST0031,Completed
ORD0229968,CUST024478,2023-07-01,P0549,1,35439.74,35439.74,ST0029,Completed
ORD0153567,CUST016904,2023-07-01,P0585,2,40608.16,81216.32,ST0043,Completed
ORD0006702,CUST046187,2023-07-01,P0152,2,12568.87,25137.74,ST0042,Completed
ORD0145274,CUST024874,2023-07-01,P0594,1,48646.17,48646.17,ST0042,Completed
ORD0233996,CUST031619,2023-07-01,P0182,1,35585.65,35585.65,ST0045,Completed
ORD0151207,CUST015750,2023-07-01,P0279,1,21733.49,21733.49,ST0020,Completed
ORD0218905,CUST003086,2023-07-01,P0223,1,15272.14,15272.14,ST0033,Completed
ORD0204625,CUST035531,2023-07-01,P0583,1,35407.64,35407.64,ST0028,Completed
ORD0096857,CUST031007,2023-07-01,P0291,1,25709.25,25709.25,ST0018,Completed
ORD0083365,CUST004635,2023-07-01,P0022,1,32407.87,32407.87,ST0047,Completed
ORD0078134,CUST001379,2023-07-01,P0103,1,97508.96,97508.96,ST0051,Completed
ORD0063030,CUST041728,2023-07-01,P0091,1,106792.76,106792.76,ST0042,Completed
ORD0195516,CUST018128,2023-07-01,P0401,1,35433.47,35433.47,ST0047,Completed
ORD0116067,CUST026182,2023-07-01,P0065,2,46149.18,92298.36,ST0031,Completed
ORD0063218,CUST030517,2023-07-01,P0199,2,52333.51,104667.02,ST0025,Completed
ORD0195669,CUST035634,2023-07-01,P0271,1,75236.85,75236.85,ST0036,Completed
ORD0244595,CUST032753,2023-07-01,P0329,1,36068.46,36068.46,ST0035,Completed
ORD0149901,CUST039805,2023-07-01,P0541,1,127425.16,127425.16,ST0010,Completed
ORD0162053,CUST031400,2023-07-01,P0211,1,21336.97,21336.97,ST0039,Completed
ORD0072987,CUST020078,2023-07-01,P0074,1,20164.72,20164.72,ST0040,Completed
ORD0048132,CUST002968,2023-07-01,P0288,1,37853.51,37853.51,ST0003,Completed
ORD0129298,CUST003057,2023-07-01,P0152,1,12568.87,12568.87,ST0042,Completed
ORD0209941,CUST041183,2023-07-01,P0228,1,93507.82,93507.82,ST0010,Completed
ORD0171318,CUST014840,2023-07-01,P0486,1,53258.07,53258.07,ST0040,Completed
ORD0200205,CUST016033,2023-07-01,P0485,1,14235.89,14235.89,ST0022,Completed
ORD0011593,CUST023993,2023-07-01,P0463,1,28663.68,28663.68,ST0010,Completed
ORD0170419,CUST016564,2023-07-01,P0026,1,63002.93,63002.93,ST0011,Completed
ORD0220692,CUST002509,2023-07-01,P0243,1,41353.48,41353.48,ST0051,Completed
ORD0241135,CUST045258,2023-07-01,P0051,1,16965.51,16965.51,ST0058,Completed
ORD0142260,CUST046668,2023-07-01,P0215,1,78869.26,78869.26,ST0049,Completed
ORD0001233,CUST008155,2023-07-01,P0356,1,133194.33,133194.33,ST0001,Completed
ORD0120123,CUST037812,2023-07-01,P0372,1,54286.22,54286.22,ST0033,Completed
ORD0021318,CUST033002,2023-07-02,P0063,1,10013.75,10013.75,ST0041,Completed
ORD0127440,CUST035570,2023-07-02,P0460,2,9299.25,18598.5,ST0056,Completed
ORD0148857,CUST024091,2023-07-02,P0463,1,28663.68,28663.68,ST0056,Completed
ORD0205972,CUST007028,2023-07-02,P0185,1,70357.52,70357.52,ST0032,Completed
ORD0025293,CUST042926,2023-07-02,P0036,1,92955.59,92955.59,ST0028,Completed
ORD0087252,CUST011838,2023-07-02,P0147,1,11915.14,11915.14,ST0015,Completed
ORD0206344,CUST027010,2023-07-02,P0186,1,130683.95,130683.95,ST0039,Completed
ORD0047710,CUST020743,2023-07-02,P0295,1,43239.3,43239.3,ST0024,Completed
ORD0165087,CUST040052,2023-07-02,P0442,1,102673.38,102673.38,ST0050,Completed
ORD0039948,CUST046211,2023-07-02,P0361,1,16173.74,16173.74,ST0019,Completed
ORD0047759,CUST029233,2023-07-02,P0589,2,49528.38,99056.76,ST0008,Completed
ORD0187004,CUST033835,2023-07-02,P0061,1,24440.4,24440.4,ST0021,Completed
ORD0179995,CUST020334,2023-07-02,P0187,1,59839.9,59839.9,ST0033,Completed
ORD0000157,CUST007345,2023-07-02,P0382,1,16591.16,16591.16,ST0009,Completed
ORD0137241,CUST021660,2023-07-02,P0200,1,91167.85,91167.85,ST0011,Completed
ORD0178086,CUST004023,2023-07-02,P0124,1,15161.87,15161.87,ST0039,Completed
ORD0136416,CUST020113,2023-07-02,P0130,1,75118.52,75118.52,ST0019,Completed
ORD0127865,CUST027076,2023-07-02,P0328,1,9197.35,9197.35,ST0049,Completed
ORD0144425,CUST018663,2023-07-02,P0030,1,150841.26,150841.26,ST0037,Completed
ORD0203193,CUST041071,2023-07-02,P0261,1,68572.48,68572.48,ST0048,Completed
ORD0193591,CUST032040,2023-07-02,P0458,1,18876.5,18876.5,ST0035,Completed
ORD0227635,CUST017441,2023-07-02,P0009,2,36797.84,73595.68,ST0020,Completed
ORD0102952,CUST011727,2023-07-02,P0294,1,61539.48,61539.48,ST0042,Completed
ORD0138817,CUST032967,2023-07-02,P0318,1,97665.59,97665.59,ST0048,Completed
ORD0143828,CUST012155,2023-07-02,P0245,1,58577.4,58577.4,ST0041,Completed
ORD0107094,CUST042303,2023-07-02,P0465,1,105605.81,105605.81,ST0003,Completed
ORD0218914,CUST004465,2023-07-02,P0564,2,36752.49,73504.98,ST0002,Completed
ORD0210566,CUST041438,2023-07-02,P0249,1,53649.69,53649.69,ST0041,Completed
ORD0148302,CUST028791,2023-07-02,P0427,2,36218.42,72436.84,ST0010,Completed
ORD0154323,CUST039299,2023-07-02,P0125,1,12929.88,12929.88,ST0001,Completed
ORD0069337,CUST019755,2023-07-02,P0545,1,38442.63,38442.63,ST0048,Completed
ORD0041593,CUST016205,2023-07-02,P0134,1,37903.36,37903.36,ST0019,Completed
ORD0129595,CUST026229,2023-07-02,P0485,1,14235.89,14235.89,ST0052,Completed
ORD0123752,CUST022322,2023-07-02,P0471,1,21494.22,21494.22,ST0043,Completed
ORD0142300,CUST027489,2023-07-02,P0408,1,20653.93,20653.93,ST0022,Completed
ORD0148309,CUST035099,2023-07-02,P0506,1,52788.09,52788.09,ST0033,Completed
ORD0126756,CUST036891,2023-07-02,P0469,1,26996.97,26996.97,ST0056,Completed
ORD0043394,CUST014058,2023-07-02,P0102,1,40793.79,40793.79,ST0045,Completed
ORD0110903,CUST008752,2023-07-02,P0187,1,59839.9,59839.9,ST0050,Completed
ORD0139427,CUST008748,2023-07-02,P0264,1,51679.87,51679.87,ST0053,Completed
ORD0234129,CUST031782,2023-07-02,P0144,1,31974.0,31974.0,ST0026,Completed
ORD0128275,CUST000889,2023-07-02,P0130,1,75118.52,75118.52,ST0039,Completed
ORD0146911,CUST036982,2023-07-02,P0469,1,26996.97,26996.97,ST0059,Completed
ORD0110925,CUST026044,2023-07-02,P0414,1,120201.18,120201.18,ST0031,Completed
ORD0243135,CUST046337,2023-07-02,P0202,1,60594.62,60594.62,ST0029,Completed
ORD0249941,CUST002849,2023-07-02,P0065,2,46149.18,92298.36,ST0038,Completed
ORD0134397,CUST013970,2023-07-02,P0498,1,90716.67,90716.67,ST0058,Completed
ORD0011846,CUST011253,2023-07-02,P0076,1,39099.18,39099.18,ST0045,Completed
ORD0209750,CUST020938,2023-07-02,P0150,1,43332.09,43332.09,ST0001,Completed
ORD0109816,CUST046191,2023-07-02,P0243,1,41353.48,41353.48,ST0020,Completed
ORD0136950,CUST020795,2023-07-02,P0306,2,40377.58,80755.16,ST0035,Completed
ORD0051401,CUST001672,2023-07-02,P0015,1,16745.41,16745.41,ST0043,Completed
ORD0186813,CUST041754,2023-07-02,P0540,1,105481.79,105481.79,ST0050,Completed
ORD0180936,CUST009615,2023-07-02,P0021,1,9435.51,9435.51,ST0028,Completed
ORD0105338,CUST040043,2023-07-02,P0169,1,38098.51,38098.51,ST0044,Completed
ORD0050581,CUST020020,2023-07-02,P0069,1,35903.32,35903.32,ST0058,Completed
ORD0064028,CUST015821,2023-07-02,P0024,1,62613.04,62613.04,ST0014,Completed
ORD0102934,CUST025212,2023-07-02,P0356,1,133194.33,133194.33,ST0022,Completed
ORD0021102,CUST022527,2023-07-02,P0460,1,9299.25,9299.25,ST0024,Completed
ORD0177210,CUST031578,2023-07-02,P0251,1,57261.51,57261.51,ST0003,Completed
ORD0039154,CUST009949,2023-07-02,P0166,1,61577.77,61577.77,ST0058,Completed
ORD0130095,CUST048795,2023-07-02,P0522,1,33357.83,33357.83,ST0058,Completed
ORD0234849,CUST040986,2023-07-02,P0348,1,158740.53,158740.53,ST0060,Completed
ORD0216850,CUST009811,2023-07-02,P0107,1,78140.54,78140.54,ST0060,Completed
ORD0116621,CUST004898,2023-07-02,P0109,1,33158.8,33158.8,ST0017,Completed
ORD0170370,CUST041789,2023-07-02,P0287,1,31616.54,31616.54,ST0038,Completed
ORD0167414,CUST032338,2023-07-02,P0345,1,52387.58,52387.58,ST0060,Completed
ORD0069347,CUST022085,2023-07-02,P0592,1,38560.68,38560.68,ST0048,Completed
ORD0004288,CUST002653,2023-07-02,P0210,1,11112.5,11112.5,ST0060,Completed
ORD0027945,CUST048294,2023-07-02,P0252,2,39419.93,78839.86,ST0058,Completed
ORD0211933,CUST033431,2023-07-02,P0521,1,59561.42,59561.42,ST0021,Completed
ORD0162410,CUST045954,2023-07-02,P0590,2,30476.83,60953.66,ST0014,Completed
ORD0180366,CUST017019,2023-07-02,P0113,1,28165.77,28165.77,ST0015,Completed
ORD0139642,CUST004349,2023-07-02,P0518,1,137521.67,137521.67,ST0016,Completed
